left_context,Candidate_words,right_context,target_status
<start> I am Captain Dakkan. I am,in,"charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard... well... nothing about you... <end>",0
<start> I am Captain Dakkan. I am in,charge,"of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard... well... nothing about you... <end>",0
<start> I am Captain Dakkan. I am in charge,of,"this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard... well... nothing about you... <end>",0
<start> I am Captain Dakkan. I am in charge of,this,"facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard... well... nothing about you... <end>",0
<start> I am Captain Dakkan. I am in charge of this,"facility.""","""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard... well... nothing about you... <end>",0
"<start> I am Captain Dakkan. I am in charge of this facility.""","""Captain","Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard... well... nothing about you... <end>",0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain","Dakkan,""","Ryan repeated. ""It's good to meet you. I've heard... well... nothing about you... <end>",0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,""",Ryan,"repeated. ""It's good to meet you. I've heard... well... nothing about you... <end>",0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan",repeated.,"""It's good to meet you. I've heard... well... nothing about you... <end>",0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated.","""It's",good to meet you. I've heard... well... nothing about you... <end>,0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's",good,to meet you. I've heard... well... nothing about you... <end>,0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good",to,meet you. I've heard... well... nothing about you... <end>,0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to",meet,you. I've heard... well... nothing about you... <end>,0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet",you.,I've heard... well... nothing about you... <end>,0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you.",I've,heard... well... nothing about you... <end>,0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've",heard...,well... nothing about you... <end>,0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard...",well...,nothing about you... <end>,0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard... well...",nothing,about you... <end>,0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard... well... nothing",about,you... <end>,0
"<start> I am Captain Dakkan. I am in charge of this facility."" ""Captain Dakkan,"" Ryan repeated. ""It's good to meet you. I've heard... well... nothing about",you...,<end>,0
<start>,Pretending,"will only make us anxious and encourages us to make friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",1
<start> Pretending,will,"only make us anxious and encourages us to make friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will,only,"make us anxious and encourages us to make friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only,make,"us anxious and encourages us to make friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make,us,"anxious and encourages us to make friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make us,anxious,"and encourages us to make friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make us anxious,and,"encourages us to make friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make us anxious and,encourages,"us to make friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make us anxious and encourages,us,"to make friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make us anxious and encourages us,to,"make friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make us anxious and encourages us to,make,"friends with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make us anxious and encourages us to make,friends,"with a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make us anxious and encourages us to make friends,with,"a reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make us anxious and encourages us to make friends with,a,"reason, then depending with lies, thereafter we will make love with stupidity <end>",0
<start> Pretending will only make us anxious and encourages us to make friends with a,"reason,","then depending with lies, thereafter we will make love with stupidity <end>",0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason,",then,"depending with lies, thereafter we will make love with stupidity <end>",0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason, then",depending,"with lies, thereafter we will make love with stupidity <end>",0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason, then depending",with,"lies, thereafter we will make love with stupidity <end>",0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason, then depending with","lies,",thereafter we will make love with stupidity <end>,0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason, then depending with lies,",thereafter,we will make love with stupidity <end>,0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason, then depending with lies, thereafter",we,will make love with stupidity <end>,0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason, then depending with lies, thereafter we",will,make love with stupidity <end>,0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason, then depending with lies, thereafter we will",make,love with stupidity <end>,0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason, then depending with lies, thereafter we will make",love,with stupidity <end>,0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason, then depending with lies, thereafter we will make love",with,stupidity <end>,0
"<start> Pretending will only make us anxious and encourages us to make friends with a reason, then depending with lies, thereafter we will make love with",stupidity,<end>,0
<start>,I,also don't turn into a bat or sparkle in the sun. Hollywood's portrayal of vampires is almost as accurate as its portrayal of prostitution in Pretty Woman. <end>,0
<start> I,also,don't turn into a bat or sparkle in the sun. Hollywood's portrayal of vampires is almost as accurate as its portrayal of prostitution in Pretty Woman. <end>,0
<start> I also,don't,turn into a bat or sparkle in the sun. Hollywood's portrayal of vampires is almost as accurate as its portrayal of prostitution in Pretty Woman. <end>,0
<start> I also don't,turn,into a bat or sparkle in the sun. Hollywood's portrayal of vampires is almost as accurate as its portrayal of prostitution in Pretty Woman. <end>,0
<start> I also don't turn,into,a bat or sparkle in the sun. Hollywood's portrayal of vampires is almost as accurate as its portrayal of prostitution in Pretty Woman. <end>,0
<start> I also don't turn into,a,bat or sparkle in the sun. Hollywood's portrayal of vampires is almost as accurate as its portrayal of prostitution in Pretty Woman. <end>,0
